CustomerID,country,recency_days,frequency,total_quantity,monetary,avg_unit_price,num_products,avg_basket_value,country_group,cluster_kmeans,cluster_dbscan,cluster_none,cluster_standard,cluster_minmax
12424,Australia,163,2,740,1760.96,2.780666666666667,30,880.48,Other,0,0,0,0,1
12425,Portugal,78,1,496,777.2,2.5644444444444443,36,777.2,Other,1,0,0,1,1
12426,Germany,195,1,258,582.73,3.9363333333333332,30,582.73,Germany,1,0,0,1,1
12427,Germany,22,3,533,825.8,4.589032258064516,26,275.26666666666665,Germany,0,0,0,0,0
12428,Finland,26,9,3536,7956.46,4.627414965986395,258,884.0511111111111,Other,0,0,0,0,0
12429,Denmark,9,4,1557,3750.4,3.6307216494845362,82,937.6,Other,0,0,0,0,0
12430,Norway,43,1,117,256.4,6.225454545454546,11,256.4,Other,1,0,0,1,1
12431,Australia,36,15,2906,6487.45,3.785063829787234,163,432.49666666666667,Other,0,0,0,0,0
12432,Norway,43,5,1801,5059.32,10.550833333333333,107,1011.8639999999999,Other,0,0,0,0,0
12433,Norway,1,7,11071,13375.87,2.1927380952380955,219,1910.8385714285716,Other,0,0,0,0,0
12434,Australia,85,2,394,806.14,3.6726,46,403.07,Other,1,0,0,1,1
12435,Denmark,80,2,2055,7829.89,5.479166666666667,31,3914.945,Other,0,-1,0,0,1
12436,Norway,100,1,211,509.01,5.2675,16,509.01,Other,1,0,0,1,1
12437,France,2,18,2922,4951.41,4.0125628140703515,118,275.0783333333333,France,0,0,0,0,0
12438,Norway,14,2,1180,2906.85,3.894897959183673,84,1453.425,Other,0,0,0,0,0
12441,France,367,1,121,173.55,3.700909090909091,11,173.55,France,1,0,0,1,1
12442,Spain,3,1,182,172.06,3.34,12,172.06,Spain,1,0,0,1,0
12444,Norway,21,5,1153,5005.46,6.3586931818181816,138,1001.092,Other,0,0,0,0,0
12445,Spain,22,1,62,133.4,7.9875,4,133.4,Spain,1,0,0,1,1
12446,RSA,58,1,351,1002.3100000000001,4.352631578947368,57,1002.3100000000001,Other,0,0,0,0,1
12447,Belgium,243,1,190,476.49,3.5742307692307693,26,476.49,Belgium,1,0,0,1,1
12448,Spain,44,1,243,449.45,5.951818181818182,22,449.45,Spain,1,0,0,1,1
12449,Belgium,22,4,1553,4067.29,3.694712041884817,118,1016.8225,Belgium,0,0,0,0,0
12450,Spain,156,2,128,197.88,1.6175,7,98.94,Spain,1,0,0,1,1
12451,Switzerland,11,5,6575,9035.52,2.450084745762712,265,1807.104,Switzerland,0,0,0,0,0
12452,Switzerland,17,2,185,430.57,4.485,21,215.285,Switzerland,1,0,0,1,0
12453,Austria,134,1,473,707.09,2.393255813953488,43,707.09,Other,1,0,0,1,1
12454,Spain,56,1,1006,3528.34,7.282,15,3528.34,Spain,0,-1,0,0,1
12455,Spain,73,6,2089,2466.86,3.173333333333334,85,411.1433333333334,Spain,0,0,0,0,0
12456,Switzerland,44,3,1633,3181.04,3.62456,105,1060.3466666666666,Switzerland,0,0,0,0,0
12457,Switzerland,66,7,843,2363.23,5.357096774193548,53,337.6042857142857,Switzerland,0,0,0,0,0
12458,Switzerland,71,2,506,947.4,4.326315789473685,35,473.7,Switzerland,1,0,0,1,1
12461,Switzerland,94,2,287,826.88,4.258857142857143,35,413.44,Switzerland,1,0,0,1,1
12462,Spain,19,2,536,1189.59,4.689516129032258,51,594.795,Spain,0,0,0,0,0
12463,Belgium,53,4,776,1344.78,3.0434939759036146,65,336.195,Belgium,0,0,0,0,0
12464,Belgium,10,8,112,1212.05,11.832758620689654,6,151.50625,Belgium,1,0,0,1,0
12465,Belgium,17,2,479,742.1899999999999,2.76,46,371.09499999999997,Belgium,0,0,0,0,0
12468,Germany,188,2,366,729.5400000000001,3.5149999999999997,36,364.77000000000004,Germany,1,0,0,1,1
12471,Germany,2,30,8212,19824.05,4.300369565217392,150,660.8016666666666,Germany,0,0,0,0,0
12472,Germany,32,7,4148,6572.11,2.397669616519174,219,938.8728571428571,Germany,0,0,0,0,0
12473,Germany,29,5,2439,3938.5499999999997,8.323928571428572,140,787.7099999999999,Germany,0,0,0,0,0
12474,Germany,17,18,4847,7375.79,2.8656603773584903,253,409.7661111111111,Germany,0,0,0,0,0
12475,Germany,54,1,535,723.38,2.941111111111111,36,723.38,Germany,1,0,0,1,1
12476,Germany,16,11,2408,6816.42,4.831030042918456,177,619.6745454545454,Germany,0,0,0,0,0
12477,Germany,23,6,3653,13219.74,4.3832,191,2203.29,Germany,0,0,0,0,0
12478,Greece,4,1,236,680.99,4.537777777777778,36,680.99,Other,0,0,0,0,0
12479,Germany,11,1,385,527.2,2.6687096774193546,31,527.2,Germany,1,0,0,1,0
12480,Germany,28,4,1707,3281.63,3.1344155844155845,129,820.4075,Germany,0,0,0,0,0
12481,Germany,23,10,3304,5596.32,3.4149769585253456,150,559.632,Germany,0,0,0,0,0
12483,Sweden,17,8,1110,2484.98,5.198133333333334,46,310.6225,Other,0,0,0,0,0
12484,Spain,33,6,2191,4541.72,3.126098265895954,256,756.9533333333334,Spain,0,0,0,0,0
12488,France,10,3,529,1298.66,3.7347272727272727,46,432.8866666666667,France,0,0,0,0,0
12489,France,336,1,105,334.93,5.908,15,334.93,France,1,0,0,1,1
12490,France,5,10,3064,5417.93,2.692857142857143,131,541.793,France,0,0,0,0,0
12491,France,39,1,260,460.40000000000003,3.376923076923077,25,460.40000000000003,France,1,0,0,1,1
12492,Germany,63,2,192,263.21000000000004,3.3475,19,131.60500000000002,Germany,1,0,0,1,1
12493,France,166,2,207,433.74,4.309090909090909,20,216.87,France,1,0,0,1,1
12494,France,16,7,707,1246.1000000000001,3.862207792207792,63,178.01428571428573,France,0,0,0,0,0
12497,Germany,82,1,1236,1043.1,2.06,14,1043.1,Germany,1,0,0,1,1
12498,Germany,21,3,159,403.70000000000005,4.197826086956522,21,134.5666666666667,Germany,1,0,0,1,1
12500,Germany,23,11,2678,4257.82,5.63688524590164,34,387.07454545454544,Germany,0,0,0,0,0
12501,Germany,337,1,1783,2169.39,2.4126845637583894,149,2169.39,Germany,0,0,0,0,1
12502,Spain,96,5,820,3723.87,6.425238095238095,102,744.774,Spain,0,0,0,0,0
12504,Germany,18,2,90,482.04999999999995,9.011111111111111,6,241.02499999999998,Germany,1,0,0,1,1
12506,France,233,1,23,73.5,3.1956521739130435,23,73.5,France,1,0,0,1,1
12507,Spain,134,3,894,1304.81,4.862857142857143,19,434.93666666666667,Spain,1,0,0,1,1
12508,France,26,2,272,398.27,1.7204347826086959,57,199.135,France,1,0,0,1,0
12509,France,284,1,55,176.5,5.564285714285715,7,176.5,France,1,0,0,1,1
12510,Spain,143,2,353,982.5699999999999,4.263333333333334,29,491.28499999999997,Spain,1,0,0,1,1
12512,Israel,66,2,99,138.03,2.5794117647058825,31,69.015,Other,1,0,0,1,1
12513,France,113,1,462,612.29,2.180571428571428,35,612.29,France,1,0,0,1,1
12514,Italy,267,1,440,1017.68,3.296862745098039,51,1017.68,Other,1,0,0,1,1
12515,Italy,353,1,131,383.7,6.78125,16,383.7,Other,1,0,0,1,1
12516,Germany,78,2,875,1312.06,2.725769230769231,20,656.03,Germany,0,0,0,0,1
12517,Germany,28,5,1371,2502.84,2.3527464788732395,232,500.56800000000004,Germany,0,0,0,0,0
12518,Germany,1,5,1318,2056.89,2.837177419354839,84,411.378,Germany,0,0,0,0,0
12519,Germany,64,1,183,340.84,2.9911111111111115,17,340.84,Germany,1,0,0,1,1
12520,Germany,79,5,1439,2634.26,3.288421052631579,121,526.8520000000001,Germany,0,0,0,0,0
12521,Germany,143,1,309,599.68,2.995789473684211,38,599.68,Germany,1,0,0,1,1
12522,Germany,39,2,194,192.72,5.0008333333333335,11,96.36,Germany,1,0,0,1,1
12523,France,19,11,865,1789.77,4.935471698113207,84,162.70636363636365,France,0,0,0,0,0
12524,Germany,9,8,3699,4485.72,2.9170833333333333,113,560.715,Germany,0,0,0,0,0
12526,Germany,1,3,632,1316.66,3.3538028169014087,64,438.8866666666667,Germany,0,0,0,0,0
12527,Germany,82,3,234,348.71000000000004,2.9294444444444445,18,116.23666666666668,Germany,1,0,0,1,1
12528,Germany,9,6,756,1933.48,5.487934782608695,50,322.24666666666667,Germany,0,0,0,0,0
12530,Germany,60,4,913,1662.28,3.8854545454545453,51,415.57,Germany,0,0,0,0,0
12531,Germany,15,1,45,125.22,3.8094117647058825,17,125.22,Germany,1,0,0,1,1
12532,France,30,1,153,349.83000000000004,3.698125,16,349.83000000000004,France,1,0,0,1,1
12534,Germany,131,1,651,1089.18,3.035396825396825,63,1089.18,Germany,0,0,0,0,1
12535,France,92,2,219,716.35,4.451470588235294,28,358.175,France,1,0,0,1,1
12536,France,43,3,2803,12601.830000000002,34.75452107279693,260,4200.610000000001,France,0,-1,0,0,0
12538,Spain,29,1,191,363.95,3.6433333333333335,21,363.95,Spain,1,0,0,1,1
12539,Spain,22,4,2067,5568.35,4.176520146520147,157,1392.0875,Spain,0,0,0,0,0
12540,Spain,20,17,6685,13400.24,3.847050209205021,277,788.2494117647059,Spain,0,0,0,0,0
12541,Spain,30,3,680,981.18,3.615769230769231,46,327.06,Spain,0,0,0,0,0
12544,Spain,36,1,136,372.7,4.106315789473685,19,372.7,Spain,1,0,0,1,1
12545,Spain,75,2,523,1000.39,4.0238,42,500.195,Spain,0,0,0,0,1
12546,Spain,47,2,633,1161.5,3.199275362318841,59,580.75,Spain,0,0,0,0,1
12547,Spain,198,2,134,207.79999999999998,7.95,7,103.89999999999999,Spain,1,0,0,1,1
12548,Spain,166,1,49,95.19999999999999,6.720000000000001,5,95.19999999999999,Spain,1,0,0,1,1
12550,Spain,79,1,569,964.83,3.0903508771929826,57,964.83,Spain,0,0,0,0,1
12551,Spain,358,1,100,168.0,1.6800000000000002,10,168.0,Spain,1,0,0,1,1
12552,Italy,39,2,88,437.82,9.1155,20,218.91,Other,1,0,0,1,1
12553,France,8,10,1965,3692.28,3.1996335078534033,95,369.228,France,0,0,0,0,0
12556,Spain,50,2,358,603.71,2.6623140495867768,100,301.855,Spain,1,0,0,1,1
12557,Spain,16,5,4384,11990.960000000001,2.1766666666666667,15,2398.192,Spain,0,0,0,0,0
12558,USA,8,1,196,269.96,1.25,11,269.96,Other,1,0,0,1,0
12559,Germany,311,2,283,561.71,3.5490476190476192,21,280.855,Germany,1,0,0,1,1
12560,Germany,5,3,1110,2134.01,2.8562857142857143,91,711.3366666666667,Germany,0,0,0,0,0
12561,Germany,303,1,177,238.85,2.964375,16,238.85,Germany,1,0,0,1,1
12562,France,8,7,1779,3781.7400000000002,3.188214285714286,99,540.2485714285715,France,0,0,0,0,0
12564,France,261,1,133,456.9,5.576190476190476,21,456.9,France,1,0,0,1,1
12565,Saudi Arabia,289,1,80,145.92,2.351111111111111,9,145.92,Other,1,0,0,1,1
12566,Germany,86,1,265,351.65,3.903684210526316,19,351.65,Germany,1,0,0,1,1
12567,France,23,10,4305,9401.28,3.40847533632287,323,940.128,France,0,0,0,0,0
12569,Germany,2,32,1801,4124.69,5.434574468085106,92,128.8965625,Germany,0,0,0,0,0
12571,France,40,2,523,519.61,1.3205882352941176,31,259.805,France,1,0,0,1,1
12572,Germany,9,2,452,1020.42,4.227833333333334,53,510.21,Germany,0,0,0,0,0
12573,France,227,1,84,160.54000000000002,2.0964285714285715,26,160.54000000000002,France,1,0,0,1,1
12574,France,316,1,61,218.45,5.2,11,218.45,France,1,0,0,1,1
12576,Poland,36,5,967,1315.83,2.4045454545454543,72,263.166,Other,0,0,0,0,0
12577,France,35,3,472,657.8,1.7950340136054421,137,219.26666666666665,France,0,0,0,0,0
12578,Italy,21,2,1196,2794.51,3.157017543859649,111,1397.255,Other,0,0,0,0,0
12579,France,78,1,285,440.42,3.3386206896551722,29,440.42,France,1,0,0,1,1
12580,Germany,247,1,238,415.7,2.6075,24,415.7,Germany,1,0,0,1,1
12581,Germany,40,1,161,197.71,2.8926666666666665,15,197.71,Germany,1,0,0,1,1
12582,Finland,239,2,300,511.36,5.2318181818181815,21,255.68,Other,1,0,0,1,1
12583,France,3,15,5060,7281.38,3.103603238866397,115,485.42533333333336,France,0,0,0,0,0
12584,Italy,4,9,416,2338.15,7.484375,44,259.7944444444445,Other,0,0,0,0,0
12585,Germany,234,2,1279,2040.1,3.4639080459770115,77,1020.05,Germany,0,0,0,0,1
12586,Italy,17,1,79,196.94000000000003,4.190909090909091,11,196.94000000000003,Other,1,0,0,1,1
12587,Finland,8,1,51,144.0,11.56,4,144.0,Other,1,0,0,1,1
12588,Finland,39,1,53,214.89999999999998,9.58,10,214.89999999999998,Other,1,0,0,1,1
12589,France,29,2,306,646.68,4.502857142857143,29,323.34,France,1,0,0,1,1
12590,Germany,211,2,4283,9864.26,10.54735294117647,68,4932.13,Germany,0,-1,0,0,1
12591,Italy,317,1,228,452.84999999999997,3.7807692307692307,26,452.84999999999997,Other,1,0,0,1,1
12592,Germany,92,2,290,437.6,3.311111111111111,11,218.8,Germany,1,0,0,1,1
12593,France,109,3,206,418.09999999999997,2.6523809523809527,14,139.36666666666665,France,1,0,0,1,1
12594,Italy,38,10,1777,3338.2200000000003,3.023135593220339,50,333.822,Other,0,0,0,0,0
12596,Spain,51,2,474,618.27,4.405555555555556,25,309.135,Spain,1,0,0,1,1
12597,Spain,19,4,2236,3811.22,3.9420873786407764,184,952.805,Spain,0,0,0,0,0
12598,France,10,8,1964,3023.08,2.8425757575757578,84,377.885,France,0,0,0,0,0
12599,France,29,7,956,1032.58,2.9962903225806454,32,147.51142857142855,France,0,0,0,0,0
12600,Germany,29,10,774,2599.04,5.47375,32,259.904,Germany,0,0,0,0,0
12601,Germany,190,5,245,577.0600000000001,6.511071428571428,21,115.412,Germany,1,0,0,1,1
12602,France,59,1,162,153.12,1.9708333333333332,12,153.12,France,1,0,0,1,1
12603,Germany,22,1,63,739.1999999999999,14.475,2,739.1999999999999,Germany,1,-1,0,1,1
12604,France,79,2,201,254.18,2.59125,15,127.09,France,1,0,0,1,1
12607,USA,60,1,1228,1579.51,2.1577227722772276,101,1579.51,Other,0,0,0,0,1
12609,Germany,78,3,648,1126.85,3.5178333333333334,57,375.6166666666666,Germany,0,0,0,0,1
12610,Italy,23,5,1049,2099.54,5.024716981132076,85,419.908,Other,0,0,0,0,0
12611,Italy,52,1,846,1193.32,2.675076923076923,65,1193.32,Other,0,0,0,0,1
12612,Germany,74,1,262,704.0400000000001,4.4389473684210525,19,704.0400000000001,Germany,1,0,0,1,1
12613,Germany,57,5,1644,3344.38,2.8726143790849674,124,668.876,Germany,0,0,0,0,0
12614,Germany,278,1,76,315.6,5.61,20,315.6,Germany,1,0,0,1,1
12615,France,2,4,1376,2291.19,3.0896190476190477,82,572.7975,France,0,0,0,0,0
12616,France,95,2,284,713.3,3.8203125,25,356.65,France,1,0,0,1,1
12617,France,29,1,213,355.53,1.903095238095238,39,355.53,France,1,0,0,1,1
12618,Italy,22,1,96,177.31,6.6381818181818195,11,177.31,Other,1,0,0,1,1
12619,Germany,16,9,3378,3641.24,7.056555555555556,50,404.5822222222222,Germany,0,0,0,0,0
12620,France,15,3,1181,1339.41,2.1478260869565218,89,446.47,France,0,0,0,0,0
12621,Germany,2,20,7440,13689.67,2.8922912205567455,261,684.4835,Germany,0,0,0,0,0
12622,Germany,232,1,69,180.1,5.739090909090909,11,180.1,Germany,1,0,0,1,1
12623,Germany,276,1,191,305.1,2.628888888888889,18,305.1,Germany,1,0,0,1,1
12624,France,106,2,355,641.13,3.8721052631578945,36,320.565,France,1,0,0,1,1
12625,Germany,212,2,1612,2683.82,2.1713953488372093,73,1341.91,Germany,0,0,0,0,1
12626,Germany,23,9,3453,6620.48,2.8210544217687072,232,735.6088888888888,Germany,0,0,0,0,0
12627,Germany,11,7,2752,4478.53,2.937913043478261,162,639.79,Germany,0,0,0,0,0
12628,Germany,4,3,448,786.46,3.591219512195122,34,262.15333333333336,Germany,0,0,0,0,0
12630,Finland,10,2,548,1270.88,4.48640625,60,635.44,Other,0,0,0,0,0
12631,Finland,57,1,236,640.5,4.537096774193548,31,640.5,Other,1,0,0,1,1
12633,Germany,59,4,1162,2163.98,3.211386138613862,73,540.995,Germany,0,0,0,0,0
12635,Germany,90,2,1172,1689.18,2.522079207920792,96,844.59,Germany,0,0,0,0,1
12637,France,67,8,3002,6021.9,2.6583076923076923,205,752.7375,France,0,0,0,0,0
12638,Sweden,33,1,577,671.69,2.56,39,671.69,Other,1,0,0,1,1
12639,Sweden,239,1,201,486.1,4.918181818181818,22,486.1,Other,1,0,0,1,1
12640,France,24,3,311,1174.58,5.716981132075472,47,391.52666666666664,France,0,0,0,0,0
12641,Sweden,115,1,72,185.9,6.964999999999999,10,185.9,Other,1,0,0,1,1
12642,Germany,25,3,552,1013.26,3.5906382978723403,39,337.75333333333333,Germany,0,0,0,0,0
12643,France,128,6,1808,3344.64,5.187916666666666,11,557.4399999999999,France,0,0,0,0,1
12644,Germany,130,1,325,477.91,2.8045161290322578,31,477.91,Germany,1,0,0,1,1
12645,Germany,34,4,1084,1775.18,2.611095890410959,58,443.795,Germany,0,0,0,0,0
12646,USA,5,2,897,1346.97,2.387111111111111,43,673.485,Other,0,0,0,0,0
12647,Germany,22,12,1431,3722.82,5.498842975206611,78,310.235,Germany,0,0,0,0,0
12648,Germany,155,1,160,318.05,3.1723809523809527,21,318.05,Germany,1,0,0,1,1
12649,Germany,107,3,586,623.51,2.6970967741935485,28,207.83666666666667,Germany,1,0,0,1,1
12650,France,3,1,254,314.44,1.9344999999999999,20,314.44,France,1,0,0,1,0
12651,France,335,1,78,114.0,2.244444444444445,9,114.0,France,1,0,0,1,1
12652,France,331,1,505,919.98,2.8972916666666664,48,919.98,France,1,0,0,1,1
12653,Israel,149,2,919,2209.85,2.5909302325581396,37,1104.925,Other,0,0,0,0,1
12654,Germany,11,5,264,601.98,4.420526315789473,31,120.396,Germany,1,0,0,1,0
12656,France,17,5,1723,4051.17,4.4494444444444445,89,810.234,France,0,0,0,0,0
12657,France,11,4,1044,1643.18,5.044893617021277,35,410.795,France,0,0,0,0,0
12658,Germany,19,1,320,686.05,4.114444444444445,36,686.05,Germany,1,0,0,1,0
12659,France,30,1,105,91.68,5.308,5,91.68,France,1,0,0,1,1
12660,France,11,1,127,245.1,3.8653846153846154,13,245.1,France,1,0,0,1,1
12662,Germany,1,11,2058,3849.78,3.2064782608695652,129,349.98,Germany,0,0,0,0,0
12664,Finland,8,9,1203,4881.88,11.084864864864864,10,542.4311111111111,Other,0,-1,0,0,0
12665,Germany,325,1,37,63.0,6.833333333333333,3,63.0,Germany,1,0,0,1,1
12667,Finland,58,1,395,620.13,3.624242424242424,33,620.13,Other,1,0,0,1,1
12668,Germany,12,4,1634,3807.15,3.458509316770187,115,951.7875,Germany,0,0,0,0,0
12669,France,151,3,1115,2744.0299999999997,13.741386138613862,98,914.6766666666666,France,0,0,0,0,1
12670,France,10,5,1397,2996.05,3.235869565217391,58,599.21,France,0,0,0,0,0
12672,France,330,1,78,225.89999999999998,3.79,10,225.89999999999998,France,1,0,0,1,1
12673,Germany,5,2,351,610.52,2.9283333333333337,42,305.26,Germany,0,0,0,0,0
12674,France,39,4,1133,1970.6,3.230602409638554,52,492.65,France,0,0,0,0,0
12676,Sweden,25,6,670,1331.39,7.0282222222222215,33,221.89833333333334,Other,0,0,0,0,0
12678,France,42,12,10923,17628.46,6.554666666666667,105,1469.0383333333332,France,0,0,0,0,0
12679,France,59,4,554,1113.02,4.004166666666666,43,278.255,France,0,0,0,0,1
12680,France,1,4,443,862.81,3.637884615384615,33,215.7025,France,0,0,0,0,0
12681,France,15,22,7536,13787.54,3.1529153605015674,267,626.7063636363637,France,0,0,0,0,0
12682,France,4,31,5575,12288.22,3.7501523809523807,209,396.3941935483871,France,0,0,0,0,0
12683,France,4,15,4987,8476.57,2.719156976744186,177,565.1046666666666,France,0,0,0,0,0
12684,France,8,7,1985,2283.63,2.5359999999999996,61,326.23285714285714,France,0,0,0,0,0
12685,France,28,6,1523,2863.08,3.0710191082802547,117,477.18,France,0,0,0,0,0
12686,France,372,1,107,89.14,3.2585714285714285,7,89.14,France,1,0,0,1,1
12688,Israel,114,1,3028,4873.8099999999995,4.124736842105263,171,4873.8099999999995,Other,0,0,0,0,1
12689,France,26,2,628,1247.61,2.8519444444444444,57,623.805,France,0,0,0,0,0
12690,France,206,1,106,389.01,5.5268749999999995,16,389.01,France,1,0,0,1,1
12691,France,28,6,394,1035.8,5.0359375,21,172.63333333333333,France,0,0,0,0,0
12693,Germany,127,4,255,855.91,5.44025641025641,35,213.9775,Germany,1,0,0,1,1
12694,France,70,2,509,869.67,3.901621621621622,32,434.835,France,1,0,0,1,1
12695,France,7,4,220,582.1,4.785555555555556,23,145.525,France,1,0,0,1,0
12697,Sweden,29,3,508,957.59,5.027560975609756,37,319.19666666666666,Other,0,0,0,0,0
12700,France,8,4,2967,4939.99,2.6198880597014926,193,1234.9975,France,0,0,0,0,0
12701,Germany,80,2,678,797.71,3.0907547169811322,50,398.855,Germany,1,0,0,1,1
12702,Germany,20,1,53,219.0,5.441666666666666,12,219.0,Germany,1,0,0,1,1
12703,Germany,71,1,164,283.55,2.638095238095238,21,283.55,Germany,1,0,0,1,1
12704,Finland,7,8,1006,2340.84,6.428409090909091,64,292.605,Other,0,0,0,0,0
12705,Germany,15,9,3997,6868.29,2.8610179640718565,228,763.1433333333333,Germany,0,0,0,0,0
12707,France,292,1,256,603.42,3.236666666666667,33,603.42,France,1,0,0,1,1
12708,Germany,30,10,1307,2712.91,4.316433121019108,86,271.291,Germany,0,0,0,0,0
